timestamp,location,number_of_users,bandwidth_usage
2024-03-16 10:14:00,Cafeteria,105.0,176.69
2024-03-16 10:53:00,Sports Complex,43.0,57.25
2024-03-16 10:38:00,Hostel Area,111.0,219.63
2024-03-16 10:34:00,Admin Zone,56.0,52.7
2024-03-16 11:48:00,Academic Zone,217.0,343.28
2024-03-16 11:49:00,Library,177.0,263.49
2024-03-16 11:35:00,Cafeteria,107.0,129.03
2024-03-16 11:51:00,Sports Complex,73.0,98.03
2024-03-16 11:25:00,Hostel Area,128.0,207.1
2024-03-16 11:13:00,Admin Zone,78.0,153.89
2024-03-16 12:26:00,Academic Zone,316.0,427.23
2024-03-16 12:20:00,Library,276.0,492.61
2024-03-16 12:15:00,Cafeteria,128.0,166.54
2024-03-16 12:26:00,Sports Complex,71.0,65.68
2024-03-16 12:45:00,Hostel Area,179.0,197.67
2024-03-16 12:41:00,Admin Zone,98.0,132.92
2024-03-16 13:08:00,Academic Zone,235.0,309.07
2024-03-16 13:06:00,Library,154.0,264.92
2024-03-16 13:32:00,Cafeteria,100.0,122.94
2024-03-16 13:37:00,Sports Complex,52.0,91.34
2024-03-16 13:16:00,Hostel Area,114.0,171.19
2024-03-16 13:20:00,Admin Zone,118.0,152.63
2024-03-16 14:23:00,Academic Zone,159.0,290.33
2024-03-16 14:38:00,Library,112.0,204.46
2024-03-16 14:03:00,Cafeteria,86.0,152.29
2024-03-16 14:24:00,Sports Complex,58.0,97.0
2024-03-16 14:31:00,Hostel Area,110.0,152.07
2024-03-16 14:00:00,Admin Zone,60.0,113.92
2024-03-16 15:03:00,Academic Zone,147.0,306.44
2024-03-16 15:01:00,Library,120.0,173.35
2024-03-16 15:38:00,Cafeteria,69.0,89.07
2024-03-16 15:41:00,Sports Complex,43.0,63.36
2024-03-16 15:41:00,Hostel Area,82.0,121.55
2024-03-16 15:36:00,Admin Zone,46.0,72.96
2024-03-16 16:19:00,Academic Zone,142.0,186.27
2024-03-16 16:51:00,Library,89.0,109.36
2024-03-16 16:08:00,Cafeteria,76.0,73.53
2024-03-16 16:19:00,Sports Complex,31.0,53.1
2024-03-16 16:33:00,Hostel Area,70.0,90.98
2024-03-16 16:37:00,Admin Zone,51.0,41.81
2024-03-16 17:16:00,Academic Zone,168.0,224.27
2024-03-16 17:11:00,Library,118.0,214.78
2024-03-16 17:03:00,Cafeteria,83.0,95.76
2024-03-16 17:18:00,Sports Complex,33.0,48.9
2024-03-16 17:58:00,Hostel Area,78.0,145.23
2024-03-16 17:24:00,Admin Zone,46.0,68.83
2024-03-16 18:24:00,Academic Zone,115.0,107.11
2024-03-16 18:43:00,Library,141.0,346.82
2024-03-16 18:55:00,Cafeteria,83.0,141.7
2024-03-16 18:17:00,Sports Complex,48.0,86.64
2024-03-16 18:50:00,Hostel Area,118.0,132.88
2024-03-16 18:57:00,Admin Zone,63.0,60.83
2024-03-16 19:47:00,Academic Zone,120.0,193.73
2024-03-16 19:55:00,Library,99.0,135.57
2024-03-16 19:35:00,Cafeteria,86.0,116.06
2024-03-16 19:39:00,Sports Complex,46.0,60.78
2024-03-16 19:27:00,Hostel Area,111.0,210.11
2024-03-16 19:27:00,Admin Zone,31.0,37.34
2024-03-16 20:31:00,Academic Zone,100.0,129.46
2024-03-16 20:26:00,Library,96.0,150.32
2024-03-16 20:03:00,Cafeteria,42.0,80.86
2024-03-16 20:20:00,Sports Complex,38.0,41.83
2024-03-16 20:50:00,Hostel Area,58.0,101.52
2024-03-16 20:27:00,Admin Zone,43.0,82.61
2024-03-16 21:16:00,Academic Zone,92.0,149.54
2024-03-16 21:10:00,Library,61.0,140.38
2024-03-16 21:00:00,Cafeteria,30.0,37.94
2024-03-16 21:52:00,Sports Complex,18.0,35.6
2024-03-16 21:50:00,Hostel Area,54.0,83.37
2024-03-16 21:59:00,Admin Zone,21.0,23.47
2024-03-16 22:19:00,Academic Zone,33.0,37.83
2024-03-16 22:20:00,Library,20.0,31.42
2024-03-16 22:27:00,Cafeteria,11.0,17.67
2024-03-16 22:55:00,Sports Complex,10.0,11.84
2024-03-16 22:23:00,Hostel Area,18.0,19.19
2024-03-16 22:31:00,Admin Zone,13.0,13.7
2024-03-16 23:48:00,Academic Zone,18.0,28.56
2024-03-16 23:28:00,Library,18.0,36.03
2024-03-16 23:21:00,Cafeteria,6.0,12.29
2024-03-16 23:34:00,Sports Complex,3.0,3.77
2024-03-16 23:57:00,Hostel Area,8.0,11.31
2024-03-16 23:01:00,Admin Zone,8.0,5.24
2024-03-17 00:36:00,Academic Zone,10.0,17.49
2024-03-17 00:28:00,Library,6.0,7.92
2024-03-17 00:50:00,Cafeteria,3.0,5.27
2024-03-17 00:19:00,Sports Complex,2.0,2.5
2024-03-17 00:49:00,Hostel Area,5.0,6.62
2024-03-17 00:20:00,Admin Zone,2.0,3.79
2024-03-17 01:14:00,Academic Zone,4.0,4.06
2024-03-17 01:12:00,Library,3.0,4.88
2024-03-17 01:50:00,Cafeteria,2.0,1.49
2024-03-17 01:32:00,Sports Complex,0.0,0.0
2024-03-17 01:51:00,Hostel Area,1.0,1.54
2024-03-17 01:38:00,Admin Zone,0.0,0.0
2024-03-17 02:01:00,Academic Zone,2.0,2.25
2024-03-17 02:27:00,Library,2.0,3.53
2024-03-17 02:08:00,Cafeteria,2.0,3.47
2024-03-17 02:15:00,Sports Complex,1.0,1.75
2024-03-17 02:54:00,Hostel Area,1.0,1.9
2024-03-17 02:50:00,Admin Zone,1.0,1.39
2024-03-17 03:23:00,Academic Zone,4.0,7.46
2024-03-17 03:16:00,Library,2.0,3.32
2024-03-17 03:51:00,Cafeteria,1.0,1.9
2024-03-17 03:25:00,Sports Complex,0.0,0.0
2024-03-17 03:56:00,Hostel Area,1.0,1.33
2024-03-17 03:24:00,Admin Zone,0.0,0.0
2024-03-17 04:50:00,Academic Zone,3.0,6.15
2024-03-17 04:08:00,Library,3.0,5.58
2024-03-17 04:54:00,Cafeteria,2.0,3.45
2024-03-17 04:40:00,Sports Complex,1.0,1.75
2024-03-17 04:11:00,Hostel Area,1.0,0.77
2024-03-17 04:49:00,Admin Zone,1.0,1.72
2024-03-17 05:26:00,Academic Zone,5.0,8.27
2024-03-17 05:21:00,Library,6.0,10.94
2024-03-17 05:44:00,Cafeteria,3.0,3.13
2024-03-17 05:18:00,Sports Complex,1.0,1.35
2024-03-17 05:03:00,Hostel Area,4.0,6.15
2024-03-17 05:06:00,Admin Zone,2.0,3.24
2024-03-17 06:25:00,Academic Zone,16.0,25.73
2024-03-17 06:40:00,Library,13.0,18.71
2024-03-17 06:21:00,Cafeteria,6.0,10.7
2024-03-17 06:38:00,Sports Complex,5.0,8.01
2024-03-17 06:38:00,Hostel Area,10.0,13.32
2024-03-17 06:22:00,Admin Zone,5.0,7.74
2024-03-17 07:14:00,Academic Zone,46.0,55.18
2024-03-17 07:59:00,Library,33.0,47.08
2024-03-17 07:03:00,Cafeteria,21.0,25.84
2024-03-17 07:00:00,Sports Complex,13.0,18.41
2024-03-17 07:44:00,Hostel Area,26.0,57.26
2024-03-17 07:59:00,Admin Zone,9.0,14.96
2024-03-17 08:43:00,Academic Zone,91.0,153.71
2024-03-17 08:27:00,Library,73.0,113.73
2024-03-17 08:10:00,Cafeteria,45.0,103.76
2024-03-17 08:54:00,Sports Complex,23.0,33.24
2024-03-17 08:11:00,Hostel Area,42.0,52.61
2024-03-17 08:07:00,Admin Zone,31.0,49.93
2024-03-17 09:11:00,Academic Zone,122.0,206.88
2024-03-17 09:09:00,Library,,
2024-03-17 09:18:00,Cafeteria,63.0,107.24
2024-03-17 09:11:00,Sports Complex,37.0,48.81
2024-03-17 09:48:00,Hostel Area,72.0,83.23
2024-03-17 09:51:00,Admin Zone,29.0,51.76
2024-03-17 10:28:00,Academic Zone,147.0,217.67
2024-03-17 10:27:00,Library,172.0,318.32
2024-03-17 10:56:00,Cafeteria,86.0,123.56
2024-03-17 10:30:00,Sports Complex,46.0,99.39
2024-03-17 10:44:00,Hostel Area,111.0,266.13
2024-03-17 10:42:00,Admin Zone,44.0,66.62
2024-03-17 11:30:00,Academic Zone,258.0,470.6
2024-03-17 11:19:00,Library,185.0,243.63
2024-03-17 11:25:00,Cafeteria,77.0,111.37
2024-03-17 11:08:00,Sports Complex,72.0,144.72
2024-03-17 11:48:00,Hostel Area,137.0,201.47
2024-03-17 11:20:00,Admin Zone,78.0,122.15
2024-03-17 12:39:00,Academic Zone,310.0,430.74
2024-03-17 12:04:00,Library,193.0,316.25
2024-03-17 12:24:00,Cafeteria,109.0,133.44
2024-03-17 12:01:00,Sports Complex,92.0,137.34
2024-03-17 12:06:00,Hostel Area,190.0,324.35
2024-03-17 12:05:00,Admin Zone,65.0,84.78
2024-03-17 13:11:00,Academic Zone,232.0,331.26
2024-03-17 13:17:00,Library,189.0,294.02
2024-03-17 13:45:00,Cafeteria,133.0,197.76
2024-03-17 13:06:00,Sports Complex,66.0,70.54
2024-03-17 13:05:00,Hostel Area,130.0,173.49
2024-03-17 13:23:00,Admin Zone,74.0,102.76
2024-03-17 14:58:00,Academic Zone,211.0,428.67
2024-03-17 14:54:00,Library,108.0,155.51
2024-03-17 14:32:00,Cafeteria,77.0,84.58
2024-03-17 14:52:00,Sports Complex,48.0,56.84
2024-03-17 14:16:00,Hostel Area,126.0,182.85
2024-03-17 14:34:00,Admin Zone,63.0,100.32
2024-03-17 15:51:00,Academic Zone,104.0,124.4
2024-03-17 15:33:00,Library,123.0,146.73
2024-03-17 15:40:00,Cafeteria,43.0,85.17
2024-03-17 15:24:00,Sports Complex,44.0,79.41
2024-03-17 15:03:00,Hostel Area,80.0,86.82
2024-03-17 15:00:00,Admin Zone,54.0,63.15
2024-03-17 16:48:00,Academic Zone,150.0,235.73
2024-03-17 16:57:00,Library,102.0,159.3
2024-03-17 16:34:00,Cafeteria,87.0,147.59
2024-03-17 16:00:00,Sports Complex,34.0,52.39
2024-03-17 16:06:00,Hostel Area,66.0,88.62
2024-03-17 16:30:00,Admin Zone,56.0,84.71
2024-03-17 17:37:00,Academic Zone,193.0,238.0
2024-03-17 17:33:00,Library,154.0,221.86
2024-03-17 17:25:00,Cafeteria,87.0,132.08
2024-03-17 17:30:00,Sports Complex,49.0,71.89
2024-03-17 17:45:00,Hostel Area,135.0,141.54
2024-03-17 17:31:00,Admin Zone,66.0,85.77
2024-03-17 18:35:00,Academic Zone,152.0,325.5
2024-03-17 18:08:00,Library,119.0,113.62
2024-03-17 18:12:00,Cafeteria,111.0,150.07
2024-03-17 18:55:00,Sports Complex,67.0,55.25
2024-03-17 18:05:00,Hostel Area,165.0,294.2
2024-03-17 18:11:00,Admin Zone,64.0,62.73
2024-03-17 19:36:00,Academic Zone,107.0,138.31
2024-03-17 19:38:00,Library,131.0,162.62
2024-03-17 19:56:00,Cafeteria,43.0,67.44
2024-03-17 19:22:00,Sports Complex,50.0,107.96
2024-03-17 19:28:00,Hostel Area,,
2024-03-17 19:59:00,Admin Zone,20.0,20.72
2024-03-17 20:50:00,Academic Zone,82.0,101.02
2024-03-17 20:57:00,Library,73.0,122.46
2024-03-17 20:00:00,Cafeteria,57.0,76.71
2024-03-17 20:59:00,Sports Complex,30.0,32.78
2024-03-17 20:51:00,Hostel Area,59.0,65.63
2024-03-17 20:17:00,Admin Zone,31.0,63.76
2024-03-17 21:28:00,Academic Zone,63.0,83.27
2024-03-17 21:08:00,Library,53.0,73.22
2024-03-17 21:45:00,Cafeteria,41.0,65.84
2024-03-17 21:26:00,Sports Complex,13.0,24.64
2024-03-17 21:50:00,Hostel Area,44.0,72.17
2024-03-17 21:16:00,Admin Zone,25.0,42.97
2024-03-17 22:54:00,Academic Zone,36.0,52.26
2024-03-17 22:10:00,Library,30.0,43.45
2024-03-17 22:40:00,Cafeteria,20.0,32.99
2024-03-17 22:51:00,Sports Complex,9.0,15.21
2024-03-17 22:27:00,Hostel Area,21.0,39.53
2024-03-17 22:04:00,Admin Zone,14.0,21.31
2024-03-17 23:09:00,Academic Zone,5.0,8.79
2024-03-17 23:46:00,Library,14.0,31.19
2024-03-17 23:07:00,Cafeteria,5.0,7.17
2024-03-17 23:58:00,Sports Complex,2.0,2.56
2024-03-17 23:10:00,Hostel Area,13.0,13.01
2024-03-17 23:03:00,Admin Zone,4.0,6.7
2024-03-18 00:13:00,Academic Zone,8.0,11.21
2024-03-18 00:33:00,Library,2.0,3.76
2024-03-18 00:16:00,Cafeteria,3.0,3.58
2024-03-18 00:14:00,Sports Complex,2.0,3.75
2024-03-18 00:47:00,Hostel Area,4.0,5.22
2024-03-18 00:48:00,Admin Zone,3.0,4.84
2024-03-18 01:56:00,Academic Zone,4.0,5.7
2024-03-18 01:30:00,Library,3.0,3.71
2024-03-18 01:21:00,Cafeteria,1.0,1.45
2024-03-18 01:14:00,Sports Complex,0.0,0.0
2024-03-18 01:27:00,Hostel Area,2.0,2.89
2024-03-18 01:22:00,Admin Zone,1.0,1.44
2024-03-18 02:44:00,Academic Zone,5.0,8.21
2024-03-18 02:37:00,Library,3.0,3.89
2024-03-18 02:46:00,Cafeteria,1.0,1.74
2024-03-18 02:24:00,Sports Complex,0.0,0.0
2024-03-18 02:55:00,Hostel Area,2.0,2.48
2024-03-18 02:48:00,Admin Zone,0.0,0.0
2024-03-18 03:34:00,Academic Zone,3.0,3.78
2024-03-18 03:03:00,Library,2.0,3.08
2024-03-18 03:29:00,Cafeteria,2.0,3.87
2024-03-18 03:35:00,Sports Complex,0.0,0.0
2024-03-18 03:22:00,Hostel Area,1.0,2.0
2024-03-18 03:52:00,Admin Zone,1.0,1.44
2024-03-18 04:40:00,Academic Zone,6.0,10.63
2024-03-18 04:10:00,Library,6.0,9.37
2024-03-18 04:23:00,Cafeteria,3.0,3.8
2024-03-18 04:16:00,Sports Complex,1.0,1.35
2024-03-18 04:32:00,Hostel Area,4.0,4.39
2024-03-18 04:11:00,Admin Zone,2.0,2.79
2024-03-18 05:19:00,Academic Zone,17.0,21.13
2024-03-18 05:08:00,Library,16.0,20.26
2024-03-18 05:07:00,Cafeteria,13.0,18.78
2024-03-18 05:42:00,Sports Complex,7.0,8.09
2024-03-18 05:35:00,Hostel Area,12.0,14.57
2024-03-18 05:44:00,Admin Zone,7.0,10.37
2024-03-18 06:48:00,Academic Zone,86.0,119.24
2024-03-18 06:14:00,Library,31.0,45.95
2024-03-18 06:32:00,Cafeteria,32.0,41.99
2024-03-18 06:20:00,Sports Complex,15.0,17.11
2024-03-18 06:56:00,Hostel Area,43.0,72.13
2024-03-18 06:16:00,Admin Zone,32.0,46.4
2024-03-18 07:23:00,Academic Zone,151.0,215.55
2024-03-18 07:51:00,Library,177.0,298.3
2024-03-18 07:48:00,Cafeteria,73.0,155.55
2024-03-18 07:17:00,Sports Complex,41.0,105.07
2024-03-18 07:03:00,Hostel Area,125.0,186.71
2024-03-18 07:02:00,Admin Zone,57.0,87.67
2024-03-18 08:43:00,Academic Zone,314.0,416.4
2024-03-18 08:27:00,Library,303.0,395.17
2024-03-18 08:16:00,Cafeteria,142.0,228.65
2024-03-18 08:19:00,Sports Complex,73.0,81.27
2024-03-18 08:41:00,Hostel Area,183.0,288.1
2024-03-18 08:23:00,Admin Zone,90.0,127.19
2024-03-18 09:18:00,Academic Zone,389.0,728.85
2024-03-18 09:41:00,Library,,
2024-03-18 09:29:00,Cafeteria,172.0,240.46
2024-03-18 09:21:00,Sports Complex,102.0,139.22
2024-03-18 09:47:00,Hostel Area,189.0,239.3
2024-03-18 09:09:00,Admin Zone,151.0,197.42
2024-03-18 10:55:00,Academic Zone,401.0,601.63
2024-03-18 10:12:00,Library,341.0,443.96
2024-03-18 10:54:00,Cafeteria,67.0,88.11
2024-03-18 10:56:00,Sports Complex,92.0,80.02
2024-03-18 10:04:00,Hostel Area,227.0,293.88
2024-03-18 10:07:00,Admin Zone,141.0,233.68
2024-03-18 11:08:00,Academic Zone,490.0,748.7
2024-03-18 11:12:00,Library,281.0,589.92
2024-03-18 11:09:00,Cafeteria,132.0,150.36
2024-03-18 11:59:00,Sports Complex,114.0,215.99
2024-03-18 11:45:00,Hostel Area,294.0,281.84
2024-03-18 11:28:00,Admin Zone,81.0,118.65
2024-03-18 12:18:00,Academic Zone,335.0,464.18
2024-03-18 12:49:00,Library,176.0,196.77
2024-03-18 12:34:00,Cafeteria,177.0,322.13
2024-03-18 12:39:00,Sports Complex,94.0,139.59
2024-03-18 12:48:00,Hostel Area,156.0,144.7
2024-03-18 12:47:00,Admin Zone,194.13882847521526,64.86
2024-03-18 13:46:00,Academic Zone,315.0,516.51
2024-03-18 13:31:00,Library,267.0,513.93
2024-03-18 13:43:00,Cafeteria,174.0,175.19
2024-03-18 13:39:00,Sports Complex,93.0,136.53
2024-03-18 13:46:00,Hostel Area,237.0,415.76
2024-03-18 13:52:00,Admin Zone,131.0,177.37
2024-03-18 14:05:00,Academic Zone,455.0,796.71
2024-03-18 14:28:00,Library,134.0,231.68
2024-03-18 14:28:00,Cafeteria,146.0,142.14
2024-03-18 14:57:00,Sports Complex,107.0,235.08
2024-03-18 14:49:00,Hostel Area,226.0,319.4
2024-03-18 14:25:00,Admin Zone,129.0,286.01
2024-03-18 15:48:00,Academic Zone,298.0,534.91
2024-03-18 15:13:00,Library,227.0,300.95
2024-03-18 15:15:00,Cafeteria,201.0,235.02
2024-03-18 15:42:00,Sports Complex,103.0,143.94
2024-03-18 15:18:00,Hostel Area,171.0,235.06
2024-03-18 15:41:00,Admin Zone,61.0,72.28
2024-03-18 16:41:00,Academic Zone,257.0,366.41
2024-03-18 16:43:00,Library,160.0,311.12
2024-03-18 16:47:00,Cafeteria,100.0,193.12
2024-03-18 16:10:00,Sports Complex,74.0,105.15
2024-03-18 16:31:00,Hostel Area,165.0,262.04
2024-03-18 16:10:00,Admin Zone,72.0,87.95
2024-03-18 17:01:00,Academic Zone,220.0,358.84
2024-03-18 17:12:00,Library,205.0,384.1
2024-03-18 17:55:00,Cafeteria,86.0,138.2
2024-03-18 17:53:00,Sports Complex,65.0,87.11
2024-03-18 17:35:00,Hostel Area,207.0,337.33
2024-03-18 17:34:00,Admin Zone,105.0,51.54
2024-03-18 18:24:00,Academic Zone,330.0,548.07
2024-03-18 18:43:00,Library,244.0,344.55
2024-03-18 18:10:00,Cafeteria,193.0,278.1
2024-03-18 18:52:00,Sports Complex,77.0,92.9
2024-03-18 18:04:00,Hostel Area,173.0,250.44
2024-03-18 18:57:00,Admin Zone,117.0,197.78
2024-03-18 19:30:00,Academic Zone,414.0,607.62
2024-03-18 19:22:00,Library,246.0,434.25
2024-03-18 19:45:00,Cafeteria,173.0,137.0
2024-03-18 19:00:00,Sports Complex,87.0,73.44
2024-03-18 19:41:00,Hostel Area,180.0,325.41
2024-03-18 19:34:00,Admin Zone,111.0,157.53
2024-03-18 20:03:00,Academic Zone,302.0,454.0
2024-03-18 20:51:00,Library,230.0,470.35
2024-03-18 20:54:00,Cafeteria,,
2024-03-18 20:04:00,Sports Complex,100.0,123.16
2024-03-18 20:38:00,Hostel Area,228.0,296.32
2024-03-18 20:50:00,Admin Zone,,
2024-03-18 21:24:00,Academic Zone,213.0,461.98
2024-03-18 21:15:00,Library,135.0,185.67
2024-03-18 21:52:00,Cafeteria,139.0,260.06
2024-03-18 21:02:00,Sports Complex,80.0,111.14
2024-03-18 21:16:00,Hostel Area,144.0,235.92
2024-03-18 21:21:00,Admin Zone,63.0,73.38
2024-03-18 22:45:00,Academic Zone,78.0,105.26
2024-03-18 22:40:00,Library,61.0,79.11
2024-03-18 22:12:00,Cafeteria,41.0,67.8
2024-03-18 22:02:00,Sports Complex,32.0,42.51
2024-03-18 22:24:00,Hostel Area,62.0,104.08
2024-03-18 22:38:00,Admin Zone,34.0,44.93
2024-03-18 23:50:00,Academic Zone,24.0,45.4
2024-03-18 23:14:00,Library,17.0,23.89
2024-03-18 23:20:00,Cafeteria,13.0,20.07
2024-03-18 23:46:00,Sports Complex,8.0,12.2
2024-03-18 23:34:00,Hostel Area,17.0,23.19
2024-03-18 23:32:00,Admin Zone,8.0,9.58
2024-03-19 00:53:00,Academic Zone,7.0,10.85
2024-03-19 00:09:00,Library,5.0,9.55
2024-03-19 00:17:00,Cafeteria,2.0,2.84
2024-03-19 00:39:00,Sports Complex,1.0,1.45
2024-03-19 00:57:00,Hostel Area,4.0,5.38
2024-03-19 00:14:00,Admin Zone,2.0,3.26
2024-03-19 01:21:00,Academic Zone,4.0,4.55
2024-03-19 01:54:00,Library,2.0,2.09
2024-03-19 01:14:00,Cafeteria,1.0,1.62
2024-03-19 01:56:00,Sports Complex,0.0,0.0
2024-03-19 01:19:00,Hostel Area,2.0,2.99
2024-03-19 01:00:00,Admin Zone,1.0,1.12
2024-03-19 02:02:00,Academic Zone,4.0,6.69
2024-03-19 02:54:00,Library,3.0,4.15
2024-03-19 02:58:00,Cafeteria,1.0,1.53
2024-03-19 02:55:00,Sports Complex,0.0,0.0
2024-03-19 02:44:00,Hostel Area,2.0,3.63
2024-03-19 02:50:00,Admin Zone,0.0,0.0
2024-03-19 03:40:00,Academic Zone,3.0,4.22
2024-03-19 03:47:00,Library,2.0,2.71
2024-03-19 03:06:00,Cafeteria,1.0,1.54
2024-03-19 03:32:00,Sports Complex,1.0,1.44
2024-03-19 03:04:00,Hostel Area,1.0,1.18
2024-03-19 03:45:00,Admin Zone,1.0,1.75
2024-03-19 04:55:00,Academic Zone,6.0,10.65
2024-03-19 04:25:00,Library,8.0,15.17
2024-03-19 04:28:00,Cafeteria,3.0,5.43
2024-03-19 04:30:00,Sports Complex,2.0,3.04
2024-03-19 04:32:00,Hostel Area,5.0,8.64
2024-03-19 04:18:00,Admin Zone,3.0,5.02
2024-03-19 05:32:00,Academic Zone,24.0,28.65
2024-03-19 05:57:00,Library,15.0,19.13
2024-03-19 05:04:00,Cafeteria,12.0,13.11
2024-03-19 05:53:00,Sports Complex,3.0,3.23
2024-03-19 05:27:00,Hostel Area,12.0,10.72
2024-03-19 05:22:00,Admin Zone,4.0,6.8
2024-03-19 06:11:00,Academic Zone,44.0,79.27
2024-03-19 06:17:00,Library,36.0,30.92
2024-03-19 06:16:00,Cafeteria,24.0,26.73
2024-03-19 06:16:00,Sports Complex,13.0,19.07
2024-03-19 06:58:00,Hostel Area,41.0,78.5
2024-03-19 06:42:00,Admin Zone,20.0,31.72
2024-03-19 07:23:00,Academic Zone,107.0,131.36
2024-03-19 07:16:00,Library,144.0,276.68
2024-03-19 07:16:00,Cafeteria,96.0,140.38
2024-03-19 07:27:00,Sports Complex,30.0,37.97
2024-03-19 07:03:00,Hostel Area,87.0,115.75
2024-03-19 07:52:00,Admin Zone,53.0,91.45
2024-03-19 08:34:00,Academic Zone,216.0,448.25
2024-03-19 08:13:00,Library,217.0,413.9
2024-03-19 08:52:00,Cafeteria,147.0,315.59
2024-03-19 08:34:00,Sports Complex,59.0,79.41
2024-03-19 08:56:00,Hostel Area,619.5947827549028,244.11
2024-03-19 08:23:00,Admin Zone,99.0,160.05
2024-03-19 09:44:00,Academic Zone,388.0,646.88
2024-03-19 09:04:00,Library,268.0,439.59
2024-03-19 09:30:00,Cafeteria,295.0,442.9
2024-03-19 09:38:00,Sports Complex,76.0,99.7
2024-03-19 09:39:00,Hostel Area,220.0,271.53
2024-03-19 09:13:00,Admin Zone,138.0,240.08
2024-03-19 10:28:00,Academic Zone,295.0,292.55
2024-03-19 10:45:00,Library,467.0,569.13
2024-03-19 10:50:00,Cafeteria,255.0,440.73
2024-03-19 10:35:00,Sports Complex,100.0,126.37
2024-03-19 10:06:00,Hostel Area,225.0,307.67
2024-03-19 10:00:00,Admin Zone,159.0,172.07
2024-03-19 11:41:00,Academic Zone,448.0,586.1
2024-03-19 11:43:00,Library,198.0,307.99
2024-03-19 11:41:00,Cafeteria,263.0,328.25
2024-03-19 11:48:00,Sports Complex,104.0,160.41
2024-03-19 11:58:00,Hostel Area,315.0,383.8
2024-03-19 11:51:00,Admin Zone,150.0,160.95
2024-03-19 12:46:00,Academic Zone,307.0,528.37
2024-03-19 12:42:00,Library,277.0,301.8
2024-03-19 12:20:00,Cafeteria,87.0,125.35
2024-03-19 12:15:00,Sports Complex,74.0,79.49
2024-03-19 12:41:00,Hostel Area,139.0,188.56
2024-03-19 12:38:00,Admin Zone,140.0,158.27
2024-03-19 13:07:00,Academic Zone,395.0,418.16
2024-03-19 13:09:00,Library,,
2024-03-19 13:34:00,Cafeteria,241.0,430.65
2024-03-19 13:29:00,Sports Complex,109.0,184.77
2024-03-19 13:32:00,Hostel Area,181.0,273.43
2024-03-19 13:32:00,Admin Zone,94.0,216.98
2024-03-19 14:42:00,Academic Zone,276.0,342.74
2024-03-19 14:16:00,Library,369.0,541.9
2024-03-19 14:55:00,Cafeteria,199.0,293.63
2024-03-19 14:34:00,Sports Complex,87.0,112.53
2024-03-19 14:47:00,Hostel Area,268.0,420.28
2024-03-19 14:24:00,Admin Zone,157.0,291.57
2024-03-19 15:51:00,Academic Zone,351.0,636.82
2024-03-19 15:39:00,Library,273.0,440.66
2024-03-19 15:36:00,Cafeteria,146.0,144.88
2024-03-19 15:37:00,Sports Complex,78.0,150.86
2024-03-19 15:27:00,Hostel Area,213.0,293.81
2024-03-19 15:37:00,Admin Zone,138.0,188.46
2024-03-19 16:33:00,Academic Zone,286.0,543.09
2024-03-19 16:32:00,Library,222.0,403.71
2024-03-19 16:49:00,Cafeteria,136.0,126.29
2024-03-19 16:09:00,Sports Complex,90.0,156.66
2024-03-19 16:56:00,Hostel Area,152.0,201.21
2024-03-19 16:56:00,Admin Zone,92.0,104.9
2024-03-19 17:48:00,Academic Zone,273.0,397.13
2024-03-19 17:44:00,Library,148.0,251.5
2024-03-19 17:38:00,Cafeteria,125.0,218.13
2024-03-19 17:03:00,Sports Complex,49.0,84.33
2024-03-19 17:19:00,Hostel Area,200.0,297.43
2024-03-19 17:20:00,Admin Zone,80.0,86.63
2024-03-19 18:30:00,Academic Zone,277.0,330.47
2024-03-19 18:37:00,Library,263.0,585.94
2024-03-19 18:44:00,Cafeteria,202.0,251.12
2024-03-19 18:08:00,Sports Complex,66.0,110.98
2024-03-19 18:53:00,Hostel Area,166.0,249.7
2024-03-19 18:30:00,Admin Zone,144.0,169.18
2024-03-19 19:06:00,Academic Zone,,
2024-03-19 19:17:00,Library,319.0,395.95
2024-03-19 19:53:00,Cafeteria,217.0,342.58
2024-03-19 19:28:00,Sports Complex,80.0,115.66
2024-03-19 19:43:00,Hostel Area,259.0,550.32
2024-03-19 19:08:00,Admin Zone,111.0,236.96
2024-03-19 20:16:00,Academic Zone,393.0,529.29
2024-03-19 20:24:00,Library,276.0,486.21
2024-03-19 20:14:00,Cafeteria,149.0,194.7
2024-03-19 20:02:00,Sports Complex,87.0,120.39
2024-03-19 20:51:00,Hostel Area,213.0,458.97
2024-03-19 20:05:00,Admin Zone,122.0,249.2
2024-03-19 21:55:00,Academic Zone,233.0,551.75
2024-03-19 21:46:00,Library,138.0,121.48
2024-03-19 21:38:00,Cafeteria,110.0,178.18
2024-03-19 21:34:00,Sports Complex,78.0,161.56
2024-03-19 21:47:00,Hostel Area,92.0,133.25
2024-03-19 21:24:00,Admin Zone,77.0,88.85
2024-03-19 22:45:00,Academic Zone,102.0,186.38
2024-03-19 22:16:00,Library,101.0,162.85
2024-03-19 22:11:00,Cafeteria,69.0,110.71
2024-03-19 22:17:00,Sports Complex,37.0,46.19
2024-03-19 22:08:00,Hostel Area,56.0,118.9
2024-03-19 22:57:00,Admin Zone,33.0,59.54
2024-03-19 23:13:00,Academic Zone,29.0,46.89
2024-03-19 23:53:00,Library,25.0,42.87
2024-03-19 23:35:00,Cafeteria,18.0,23.43
2024-03-19 23:41:00,Sports Complex,10.0,11.57
